"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene","DE"
"Kcnmb4",343.721222410695,0.987540848948974,0.373255203075979,2.64575239892357,0.00815094538263799,0.999962154763613,"Kcnmb4","up"
"Rassf3",80.9305626182932,1.48007001952259,0.574368067490596,2.57686682685719,0.00997003542228072,0.999962154763613,"Rassf3","up"
"Tac3",125.494743721663,-1.97470876173789,0.53482009261163,-3.69228603976902,0.000222247296460658,0.11915233181497,"Tac3","down"
"Grk3",354.140710389725,0.761856234128792,0.345540183876845,2.20482673123867,0.0274662554960858,0.999962154763613,"Grk3","up"
"Cit",2811.5041938027,1.01000585252424,0.264130287111265,3.82389260834285,0.000131361149124672,0.080486852656531,"Cit","up"
"Srrm4",2552.61740238548,0.716800668598435,0.298741062336704,2.3994045645809,0.0164217599053539,0.999962154763613,"Srrm4","up"
"Cux2",941.345504347123,0.543078080888189,0.272415774726949,1.99356326348036,0.046199803423837,0.999962154763613,"Cux2","up"
"Grid2ip",426.902805668601,2.11147603330054,0.544344830364253,3.87893099285544,0.000104916509624214,0.0710505647018298,"Grid2ip","up"
"Grin2c",54.8727564551976,1.54127263579936,0.775528441700461,1.98738376689305,0.0468798851942635,0.999962154763613,"Grin2c","up"
"Fam104a",255.876529128254,-0.73334117235928,0.351140466338002,-2.08845531250556,0.0367567824473771,0.999962154763613,"Fam104a","down"
"Hcrt",118.462592653026,-2.79939809018759,0.638122475144832,-4.38692915423833,1.14962214202204e-05,0.0134474437285432,"Hcrt","down"
"Hlf",539.15706210492,0.692735164608859,0.305626826520736,2.26660457949642,0.023414392091319,0.999962154763613,"Hlf","up"
"Slc43a2",464.139945965903,0.629105979067007,0.309820340486983,2.03055092534649,0.0423005702402171,0.999962154763613,"Slc43a2","up"
"Rtn4rl1",290.239006991654,1.25576147553799,0.357251321571598,3.51506460497813,0.00043964702030948,0.202033507511503,"Rtn4rl1","up"
"Gpx3",150.756950879069,-0.99880725171252,0.479151320539981,-2.08453406866731,0.0371116146244401,0.999962154763613,"Gpx3","down"
"Slit3",2156.98354419293,0.63752049434991,0.265361911241211,2.40245667273029,0.0162853636343722,0.999962154763613,"Slit3","up"
"Tcf7l2",1236.45736675914,2.07344538988255,0.355112401008551,5.83884252984065,5.25647217643203e-09,2.2545009164717e-05,"Tcf7l2","up"
"Gldc",253.917964907203,0.862562433975855,0.36566852959685,2.35886428325355,0.0183309583850657,0.999962154763613,"Gldc","up"
"Syt7",914.985992409813,0.909500080995055,0.30644465823103,2.96790972388032,0.00299832377870199,0.803738167928302,"Syt7","up"
"Gal",146.535495377013,-2.61546802902898,0.452803528802454,-5.77616529611905,7.64222989594272e-09,2.45831430177738e-05,"Gal","down"
"Inpp5a",1000.65714167486,0.89495020529189,0.275696144668829,3.24614697230141,0.00116978431177045,0.376290368488761,"Inpp5a","up"
"Btbd16",38.2984942370257,-2.11259558502628,0.894270019098863,-2.36236879231968,0.0181585680163152,0.999962154763613,"Btbd16","down"
"Irag1",84.3254368601232,2.27082519515943,0.860003403092677,2.64048396435789,0.00827877103702075,0.999962154763613,"Irag1","up"
"Homer2",352.833051044253,0.675433629174488,0.344405824735687,1.96115623100407,0.0498608008781885,0.999962154763613,"Homer2","up"
"Rps17",188.427799238412,-0.854871990519808,0.421742005906001,-2.02700223963544,0.0426621836321985,0.999962154763613,"Rps17","down"
"Alpk3",40.6437112784253,1.80296187381303,0.70151837351699,2.57008503536987,0.0101673554300569,0.999962154763613,"Alpk3","up"
"Akap13",460.028481682327,0.992387702938886,0.34441173636687,2.8813992037768,0.00395913843675396,0.998867338543397,"Akap13","up"
"Sv2b",1002.43919002726,0.76794199898302,0.27363264677054,2.80647067536131,0.00500874711988946,0.999962154763613,"Sv2b","up"
"Mctp2",457.217088317658,1.4713877653452,0.409751219131943,3.59092956077674,0.000329500686261803,0.15702538259743,"Mctp2","up"
"Adamts17",490.434225665714,0.706515585091416,0.320967768810749,2.20120415114951,0.0277215745666223,0.999962154763613,"Adamts17","up"
