"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene","DE"
"Plekhg1",10.4194865830402,2.32852613542338,0.662757310774496,3.51339185184133,0.000442424478203711,0.99989660795273,"Plekhg1","up"
"Tnfsf13b",1.25654277051494,3.62500911492591,1.45515641946709,2.49114738898892,0.0127331286336813,0.99989660795273,"Tnfsf13b","up"
"Cnot7",29.6738111750026,-0.564000455822502,0.27330746470198,-2.06361160474522,0.0390545564174765,0.99989660795273,"Cnot7","down"
"Galntl6",766.906565850553,-0.387000200411245,0.176535026392247,-2.19220065456789,0.0283650212277681,0.99989660795273,"Galntl6","down"
"Cers1",2.9975340254939,2.02123402271336,0.928830564107437,2.17610627903451,0.0295473145232956,0.99989660795273,"Cers1","up"
"Arhgef25",18.760373555333,-0.730562492664062,0.358761243877791,-2.0363473065472,0.0417154926605284,0.99989660795273,"Arhgef25","down"
"Sst",6.5148242093784,1.38078687077896,0.648755372840192,2.12836290624308,0.0333070061506705,0.99989660795273,"Sst","up"
"Kiaa1671",5.25990104943359,1.36167981317486,0.673482159134053,2.02184986596479,0.0431918643719507,0.99989660795273,"Kiaa1671","up"
"Srrm4",39.7546932000651,0.578194244330504,0.266726149232185,2.16774487988872,0.03017810273589,0.99989660795273,"Srrm4","up"
"Tesc",1.12605690399251,-3.05800713965144,1.49108445435109,-2.05086112374652,0.0402804730174158,0.99989660795273,"Tesc","down"
"Rnft2",6.03430975924336,-1.25409185718152,0.581334246960352,-2.15726471257946,0.0309850448189937,0.99989660795273,"Rnft2","down"
"Cux2",12.3614014712273,0.964336158725305,0.468317009610422,2.05915253756746,0.0394796282565795,0.99989660795273,"Cux2","up"
"Ncor2",23.8781321686529,0.696946280898178,0.324181159626219,2.14986670324012,0.0315657600779494,0.99989660795273,"Ncor2","up"
"Tmem132b",41.9908122439072,0.599319326763675,0.284794629442042,2.10439125182184,0.0353443318977978,0.99989660795273,"Tmem132b","up"
"Grid2ip",3.37143909251559,2.26716222000178,0.981857620063673,2.3090539541311,0.0209405874527139,0.99989660795273,"Grid2ip","up"
"Timp2",18.466431110804,0.750967280936875,0.344671961704677,2.17878842602324,0.0293473891526274,0.99989660795273,"Timp2","up"
"Mrc2",2.7089636722676,1.87576170844389,0.951546398420787,1.97127718790903,0.0486921791777981,0.99989660795273,"Mrc2","up"
"Dhx33",8.35477449584285,1.17335046860235,0.500707992105834,2.34338274423697,0.0191097679358297,0.99989660795273,"Dhx33","up"
"Ubb",32.5629245763695,0.576549938213493,0.286614588179068,2.01158615783116,0.0442635797599969,0.99989660795273,"Ubb","up"
"Prpsap2",25.6004884732195,0.68083145359498,0.299381163653116,2.2741292247225,0.0229582180272898,0.99989660795273,"Prpsap2","up"
"Col23a1",2.10412387527093,2.71482027733094,1.22386147660607,2.21824146704863,0.0265383727677831,0.99989660795273,"Col23a1","up"
"Ebf1",35.8022582831294,1.30528478257358,0.339372576356227,3.84617047313648,0.000119978303185606,0.558379023025811,"Ebf1","up"
"Carhsp1",1.42325120208275,2.91585496509024,1.41694239292695,2.05785004361894,0.0396045304804375,0.99989660795273,"Carhsp1","up"
"Tcf7l2",14.3757746094304,1.3123350371381,0.512426669114641,2.56102017368753,0.010436529572686,0.99989660795273,"Tcf7l2","up"
"Sorcs1",104.217344092889,-0.50871235126208,0.219200704725114,-2.320760564616,0.0202997699643626,0.99989660795273,"Sorcs1","down"
"Myof",1.28967157483994,3.6703582610992,1.5258729031878,2.4054154532997,0.0161540893923359,0.99989660795273,"Myof","up"
"Prkg1",241.337075447337,0.607447734924706,0.226692547291541,2.67961052174993,0.00737078662563164,0.99989660795273,"Prkg1","up"
"Batf2",2.57401858055346,-2.20985224952264,0.998691855951408,-2.21274684113391,0.026915104058904,0.99989660795273,"Batf2","down"
"Tm7sf2",4.12798726696224,1.55669175057749,0.792625225897759,1.96396947727007,0.0495336316809429,0.99989660795273,"Tm7sf2","up"
"Rela",3.85639418215304,-1.50124213220604,0.763915208494244,-1.9651947173105,0.049391705158956,0.99989660795273,"Rela","down"
"Cd81",17.7859020970999,0.775139803686747,0.363488420383543,2.13250205568816,0.0329655956753905,0.99989660795273,"Cd81","up"
"Fuom",7.3863258828277,1.89023650555636,0.597010214915317,3.16617112795042,0.00154459895375847,0.99989660795273,"Fuom","up"
"Inpp5f",77.9109125093103,-0.472986018016376,0.204924472399553,-2.30809923518636,0.0209936177217043,0.99989660795273,"Inpp5f","down"
"Arap1",2.4558747274838,3.0256168858372,1.16643695493236,2.59389662942619,0.00948950133214404,0.99989660795273,"Arap1","up"
"Mctp2",4.46431915704667,2.26747535067983,0.85469051575547,2.65297825222219,0.00797850112543408,0.99989660795273,"Mctp2","up"
"Arhgap33",8.47412043949855,0.97780466826799,0.492956833313768,1.9835502871417,0.0473059958262716,0.99989660795273,"Arhgap33","up"
"Znf329",35.8299914018686,-0.65327280157527,0.293380863158081,-2.22670556812449,0.0259669580572325,0.99989660795273,"Znf329","down"
"Selenow",24.1074427012063,-0.814133503442454,0.302946650710832,-2.68738242041025,0.00720144512830561,0.99989660795273,"Selenow","down"
"Paf1",7.20839835157813,-1.10648777308327,0.549175135337542,-2.01481768180051,0.0439237556660931,0.99989660795273,"Paf1","down"
"Ttyh1",13.9575065987748,0.807762634972282,0.403313280137069,2.00281685417787,0.0451969501317352,0.99989660795273,"Ttyh1","up"
"Rnf220",23.8524151234126,0.924025899306874,0.362471388380213,2.54923817142119,0.0107958542936729,0.99989660795273,"Rnf220","up"
"Spata6",5.27756673021641,-1.33226096090332,0.647499968292897,-2.0575459863199,0.0396337361912734,0.99989660795273,"Spata6","down"
"Cpt2",0.889676820409448,-3.3900035958171,1.5594847916287,-2.1737971501964,0.0297203726623108,0.99989660795273,"Cpt2","down"
"Alg6",5.00308082497007,1.8152157430224,0.727662791588708,2.49458370553651,0.0126104979459238,0.99989660795273,"Alg6","up"
"Nfia",46.9550298413671,0.652703833122969,0.305667661028469,2.13533820007926,0.0327333947435675,0.99989660795273,"Nfia","up"
"Palm2akap2",102.792743562651,0.451347230746781,0.173600710915887,2.59991579738097,0.0093246637410117,0.99989660795273,"Palm2akap2","up"
"Slco5a1",9.80305935454125,-0.945375300568979,0.471018535888911,-2.00708725567425,0.0447403729768479,0.99989660795273,"Slco5a1","down"
"St18",22.8953250091574,0.997764162828048,0.358674707005358,2.78180798183002,0.00540570130026827,0.99989660795273,"St18","up"
"Tox",57.0425708850806,0.789060539928203,0.269705503712704,2.92563751598012,0.00343751212186601,0.99989660795273,"Tox","up"
"Znf704",46.9513511758654,0.524014059599061,0.236169668859291,2.21880338034121,0.0265001039510106,0.99989660795273,"Znf704","up"
"Sema3e",23.4782908923696,-0.846111532705164,0.375787379959365,-2.25156984461973,0.0243494684946112,0.99989660795273,"Sema3e","down"
"Calcr",29.8956426019991,-0.680111968525707,0.305988320586268,-2.22267296746041,0.0262378600017455,0.99989660795273,"Calcr","down"
"Asns",3.14834211200687,-1.94897056349188,0.885359488979978,-2.20133243925276,0.0277124979987132,0.99989660795273,"Asns","down"
"Lrguk",1.31178117186221,2.83343553750989,1.44099040212195,1.96631117968411,0.0492626762036053,0.99989660795273,"Lrguk","up"
"Tpk1",31.2038718785479,-0.686200892083178,0.272585517410576,-2.51737839413384,0.0118231775529942,0.99989660795273,"Tpk1","down"
"Tmsb10",21.335680528745,-1.00586860436772,0.327455837690301,-3.07176873517536,0.00212794520717483,0.99989660795273,"Tmsb10","down"
"Sox5",57.0992835592116,0.813701189547294,0.261894019487614,3.10698652508091,0.00189005013697827,0.99989660795273,"Sox5","up"
"Ipo8",42.8502240269076,-0.486691547114478,0.241534104113129,-2.01500135519795,0.0439045070795004,0.99989660795273,"Ipo8","down"
"CUNH9orf78",7.99568458761349,1.67868298938871,0.558948230387492,3.00328885239508,0.00267078806501622,0.99989660795273,"CUNH9orf78","up"
"Tubb4b",12.4758348942226,0.904987994296776,0.423866880753838,2.13507597641806,0.0327548046088648,0.99989660795273,"Tubb4b","up"
"Arhgap15",10.3800451800096,1.62053010404332,0.578138802237342,2.8030121793798,0.00506277574055347,0.99989660795273,"Arhgap15","up"
"Ssb",28.5879366963732,-0.579373682252121,0.295338928461154,-1.96172473866182,0.0497945400377239,0.99989660795273,"Ssb","down"
"Fbn1",12.563461839277,0.928837090055078,0.42123880282058,2.20501312755535,0.0274531733573157,0.99989660795273,"Fbn1","up"
"Itpa",3.81588856579149,-1.5198880434547,0.772622712527974,-1.96718012402421,0.0491624486055182,0.99989660795273,"Itpa","down"
"Rassf2",0.922554864771629,3.13379919084158,1.58024506340025,1.98310962231295,0.0473551860243409,0.99989660795273,"Rassf2","up"
"Znfx1",20.9699393865058,0.663172657298189,0.332353685489348,1.99538228776297,0.0460012012376735,0.99989660795273,"Znfx1","up"
"Polr3k",1.51508312293191,2.52419328058004,1.28521052474143,1.96403097546052,0.0495264998502968,0.99989660795273,"Polr3k","up"
"Spock1",111.653786585896,-0.40571661305734,0.172070235442113,-2.35785469819869,0.0183808859765745,0.99989660795273,"Spock1","down"
"Ddx41",3.72192448743756,1.72983208701882,0.818871670152852,2.11245809333705,0.0346471767441495,0.99989660795273,"Ddx41","up"
"Ror2",1.473719879686,3.15761174876795,1.37766136557682,2.29200863700339,0.0219051447905937,0.99989660795273,"Ror2","up"
"Phf2",7.39812413235804,-1.25088501683324,0.548747071551735,-2.27952927984839,0.022635621484181,0.99989660795273,"Phf2","down"
"Zbbx",13.8949952322372,-1.18935629435609,0.435576891169081,-2.73053120693312,0.00632323461980142,0.99989660795273,"Zbbx","down"
"Lamtor2",8.80587699291577,-1.06768669325456,0.520260222973198,-2.05221665256843,0.0401486118087578,0.99989660795273,"Lamtor2","down"
"Slc50a1",3.22492977941777,1.90127439843497,0.940627419624112,2.02128319754355,0.043250457499077,0.99989660795273,"Slc50a1","up"
"Vav3",24.0991059798724,1.2580798000046,0.444747714514217,2.82874933124447,0.00467302847585666,0.99989660795273,"Vav3","up"
"Ntng1",147.779714548523,0.852732847222716,0.240800106142573,3.5412478045912,0.00039823936525802,0.99989660795273,"Ntng1","up"
"Synpo2",8.03749773679231,1.53412878842544,0.649358532678517,2.36252965229757,0.0181506893410805,0.99989660795273,"Synpo2","up"
"Lef1",7.46025774074423,1.46157337053057,0.6596244067766,2.21576605643335,0.0267075282615849,0.99989660795273,"Lef1","up"
